,airline_sentiment,negativereason,airline,text
6620,0,Late Flight,Southwest, Heard apology  times in the gt mins I was on hold Now flying from another airport at a different time but delayed AGAIN
6621,1,,Southwest, Happily But you need to follow me in order for me to DM you
6622,0,Customer Service Issue,Southwest, I willmake sure to tell everyone I know about this all around horrible experience I will also post it on my business page
6623,0,Flight Attendant Complaints,Southwest, and currently as im bringing my  year old to the bathroom Im being rushed by the flight attendant
6624,2,,Southwest, no worries We got thru eventually I was just curious Best of luck to you dealing with the weather
6625,0,Customer Service Issue,Southwest, not terribly inspired to call customer service in the future now
6626,0,Customer Service Issue,Southwest, also they said they couldnt even book the flight They were having to put me on hold amp have someone else do it
6627,0,Customer Service Issue,Southwest, the person I talked to couldnt do anything not normally available online other than the no charge part
6628,0,Late Flight,Southwest, can someone help me set up a callback today
6629,0,Cancelled Flight,Southwest, how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues
6630,0,Customer Service Issue,Southwest, there really should not be guidance to call via phone if you are that back logged I could have done it online in  minutes
6631,0,Flight Booking Problems,Southwest, no had to rebook my flight myself and am about to board in bham
6632,0,Customer Service Issue,Southwest, please send me a number to call to talk to a person and not be put on hold
6633,0,Cancelled Flight,Southwest, flt  from Buf to MCO ConfFGKXV Please also look into reimburse for car COUNT that I had to Cancelled Flight
6634,0,Customer Service Issue,Southwest, Almost  hours on hold now I just need to Cancelled Flight a flight and get a refund Other airlines are operating
6635,0,Can't Tell,Southwest, You need to be more accommodating to your loyal customers Not happy now
6636,2,,Southwest, yes Thank you Oct oct 
6637,0,Cancelled Flight,Southwest,  I did eventually get through but that flight Cancelled Flightled  Decided to drive but gave up holding to process refund
6638,1,,Southwest, Already rebooked for tomorrow Fingers crossed
6639,1,,Southwest, followed
6640,0,Customer Service Issue,Southwest, worst customer service Terrible attitudes I dont care how big a storm  Your employees need an attitude adjustment
6641,1,,Southwest, or you could send me a DM
6642,1,,Southwest, I am following you now I dont think I can DM until you follow me
6643,0,Cancelled Flight,Southwest, Flight Cancelled Flightled out of BNA Do I have to reschedule now or can travel funds be put back into my account for future use
6644,0,Customer Service Issue,Southwest, are you kidding me  I needed help yesterday Im now landed and waiting for my connection  Never will I fly southwest again
6645,0,Lost Luggage,Southwest, can i have my bags back   ding
6646,0,Customer Service Issue,Southwest, yeah bruh its bool yall niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect
6647,2,,Southwest, always when I fly SW loyalRRmember
6648,2,,Southwest, thank you someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice Thank you for response
6649,0,Customer Service Issue,Southwest, Trying to add my dog on the flight but cant get through
6650,0,Cancelled Flight,Southwest, I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather
6651,2,,Southwest, Thanks a ton
6652,2,,Southwest, LUV Ya Too  I will sing a song for yall when I finally get on that plane back to Nashville LOVESOUTHWESTAIR
6653,1,,Southwest, Hi Thanks Do you have an exact link to that specific page on your site you can share  or is it under Flight Status Thx
6654,1,,Southwest,  no exceptions for national awards
6655,1,,Southwest, any idea on flights to Nashville tomorrow being clear or Cancelled Flightled
6656,2,,Southwest, is having a sale Im delighted
6657,2,,Southwest, about time Thank you
6658,2,,Southwest, Finally Integration w passbook is a great Valentine gift  better then chocoLate Flight You do heart me
6659,1,,Southwest,  Finally
6660,2,,Southwest, you guys are awesome dontchangeathing luv
6661,2,,Southwest, Karen with customer service was very helpful Thank you for providing one bright spot in a frustrating situation
6662,0,Flight Booking Problems,Southwest, Twitter says I cant DM someone unless they follow me  Can  follows my twitter thanks you
6663,0,Can't Tell,Southwest, Thank you  Twitter says I cant DM someone unless they follow me  Can  follows my twitter
6664,1,,Southwest, the  is sold out too
6665,1,,Southwest, myself and  others
6666,0,Cancelled Flight,Southwest, can you follow me Flight Cancelled Flightled cant rebook online been on hold for  hours  Would love to DM flight info Thank you
6667,0,Customer Service Issue,Southwest, I also find it ridiculous that Ive been tweeting to you since  AM EST and have still received no response  hours
6668,0,Cancelled Flight,Southwest, Thanks Yes I got through Biggest frustration is that Im no longer able to check in online for my flight after  Cancelled Flights
6669,0,Customer Service Issue,Southwest, why are flights still getting out of Logan now You couldnt manage to get one out at  AM when it wasnt snowing
6670,0,Customer Service Issue,Southwest, mins wait on the phone with no option for a callback Finally had to hang up because my phone was dying customerservice
6671,1,,Southwest, landing early morning Airport after snowfall 
6672,2,,Southwest, and thanks
6673,1,,Southwest, sure Fhkte Am scheduled to leave this weekend but need to push to October
6674,2,,Southwest, its all good flight eventually took off and landed safely oh and I got the free cup o wine thx
6675,1,,Southwest, I noticed the rates increased a few days ago or the promotion ended Any idea when another promotion will be coming Thanks
6676,0,Can't Tell,Southwest, no flights out of nashville today Are you kidding me Why are other airlines flying and youre not So frustrated
6677,1,,Southwest, I am but it says yall are sold out Me amp My coworkers would need to get out first available
6678,0,Customer Service Issue,Southwest, Im trying to change a family vacation due to Measles outbreak and havent been able to get anyone on the phone Any help
6679,1,,Southwest, FRZZ
6680,2,,Southwest, youve got a mess here at DTW but your staff is doing great
6681,0,Cancelled Flight,Southwest,  flying to LGA in the dead of winter jvstatus EWR amp JFK is always the intelligent option
6682,2,,Southwest, Great job with the Passbook integration Itll really help streamline the commute to San Fran 
6683,0,Customer Service Issue,Southwest, I need to reschedule a flight and Ive been on hold for almost an hour This is ridiculous Is there a best number to call
6684,0,Can't Tell,Southwest,  condescension must be a quality your co rewards Your tone reeks of it
6685,2,,Southwest, Great job Looking forward to my next trip being able to use this new feature
6686,1,,Southwest,  any update on flights in to BNA today
6687,1,,Southwest, damn weather messing up everything serenitynow
6688,1,,Southwest, could you tell me if any upgrades are available on a flight out of STL tomorrow morning
6689,0,Customer Service Issue,Southwest, disappointed with customer service right now my flight was only one Cancelled Flightled at my airport amp now Im losing  days from trip
6690,0,Customer Service Issue,Southwest, been on hold for over an hournot cool you guys
6691,0,Customer Service Issue,Southwest, Ive been on hold for an hour amp a half trying to change my flight to BNA Not very happy with customer service right now
6692,1,,Southwest, Got it thanks Any insight into what will happen tomorrow
6693,1,,Southwest, any chance of adding LAXgtJFK direct any time in the future
6694,0,Customer Service Issue,Southwest, thank you I was given this same reply  years ago Can you direct me to an area I can learn more about the improvements
6695,0,Customer Service Issue,Southwest, just disconnected my call after  hours without even speaking to me octaviannightmare
6696,0,Customer Service Issue,Southwest, injured at check in yesterday U told me to go to dr on hold with SWA for over hour trying to talk with someone suggestions
6697,0,Customer Service Issue,Southwest, Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future Can u help
6698,0,Customer Service Issue,Southwest, have you considered adding the well call you back when we have someone free feature to your support line
6699,0,Customer Service Issue,Southwest, Ive been on hold with customer service for over an hour Can you help
